delta_v,delta_treasury(3Y)t,delta_treasury(3Y)t-1,delta_treasury(1Y)t,delta_treasury(1Y)t-1,deltaAAAt,deltaAAAt-1,deltaAAplt,deltaAAplt-1,deltaAAmit,deltaAAmit-1,deltaAplt,deltaAplt-1,deltaAt,deltaAt-1,deltaAmit,deltaAmit-1,deltaAAt,deltaAAt-1
-0.00038,-0.016,0.021,-0.007,0.003,0.016,-0.021,0.016,-0.021,0.016,-0.021,0.016,-0.021,0.016,-0.021,0.016,-0.021,0.016,-0.021
0.00038,0.001,-0.016,-0.004,-0.007,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016
0.00065,-0.016,0.001,-0.016,-0.004,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001,0.016,-0.001
0.00011,0.008,-0.016,-0.024,-0.016,-0.008,0.016,-0.008,0.016,-0.008,0.016,-0.008,0.016,-0.008,0.016,-0.008,0.016,-0.008,0.016
8.00E-05,0.015,0.008,0.001,-0.024,-0.015,-0.008,-0.015,-0.008,-0.015,-0.008,-0.015,-0.008,-0.015,-0.008,-0.015,-0.008,-0.015,-0.008
0.00039,-0.043,0.015,-0.009,0.001,0.043,-0.015,0.043,-0.015,0.043,-0.015,0.043,-0.015,0.043,-0.015,0.043,-0.015,0.043,-0.015
-0.00101,0.036,-0.043,-0.008,-0.009,-0.036,0.043,-0.036,0.043,-0.036,0.043,-0.036,0.043,-0.036,0.043,-0.036,0.043,-0.036,0.043
-0.00015,0.014,0.036,0.001,-0.008,-0.014,-0.036,-0.014,-0.036,-0.014,-0.036,-0.014,-0.036,-0.014,-0.036,-0.014,-0.036,-0.014,-0.036
-0.00034,0.023,0.014,0.016,0.001,-0.023,-0.014,-0.023,-0.014,-0.023,-0.014,-0.023,-0.014,-0.023,-0.014,-0.023,-0.014,-0.023,-0.014
-2.00E-05,-0.02,0.023,0,0.016,0.02,-0.023,0.02,-0.023,0.02,-0.023,0.02,-0.023,0.02,-0.023,0.02,-0.023,0.02,-0.023
-1.00E-05,0.022,-0.02,-0.004,0,-0.022,0.02,-0.022,0.02,-0.022,0.02,-0.022,0.02,-0.022,0.02,-0.022,0.02,-0.022,0.02
-2.00E-05,0.049,0.022,0.011,-0.004,-0.049,-0.022,-0.049,-0.022,-0.049,-0.022,-0.049,-0.022,-0.049,-0.022,-0.049,-0.022,-0.049,-0.022
-1.00E-05,0.002,0.049,0.006,0.011,-0.002,-0.049,-0.002,-0.049,-0.002,-0.049,-0.002,-0.049,-0.002,-0.049,-0.002,-0.049,-0.002,-0.049
0.00044,0.002,0.002,0.004,0.006,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002
0.00088,-0.055,0.002,-0.008,0.004,0.055,-0.002,0.055,-0.002,0.055,-0.002,0.055,-0.002,0.055,-0.002,0.055,-0.002,0.055,-0.002
1.00E-05,-0.002,-0.055,-0.016,-0.008,0.002,0.055,0.002,0.055,0.002,0.055,0.002,0.055,0.002,0.055,0.002,0.055,0.002,0.055
0.00034,0.033,-0.002,0.003,-0.016,-0.033,0.002,-0.033,0.002,-0.033,0.002,-0.033,0.002,-0.033,0.002,-0.033,0.002,-0.033,0.002
-0.00025,-0.011,0.033,0.004,0.003,0.011,-0.033,0.011,-0.033,0.011,-0.033,0.011,-0.033,0.011,-0.033,0.011,-0.033,0.011,-0.033
3.00E-05,0.005,-0.011,-0.006,0.004,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011
0.00085,0.018,0.005,0.005,-0.006,-0.018,-0.005,-0.018,-0.005,-0.018,-0.005,-0.018,-0.005,-0.018,-0.005,-0.018,-0.005,-0.018,-0.005
-0.00046,0.007,0.018,-0.001,0.005,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018
-0.0001,0.059,0.007,0.018,-0.001,-0.059,-0.007,-0.059,-0.007,-0.059,-0.007,-0.059,-0.007,-0.059,-0.007,-0.059,-0.007,-0.059,-0.007
0.00185,0.023,0.059,0.028,0.018,-0.023,-0.059,-0.023,-0.059,-0.023,-0.059,-0.023,-0.059,-0.023,-0.059,-0.023,-0.059,-0.023,-0.059
0.00072,-0.03,0.023,-0.016,0.028,0.03,-0.023,0.03,-0.023,0.03,-0.023,0.03,-0.023,0.03,-0.023,0.03,-0.023,0.03,-0.023
0.0014,-0.025,-0.03,-0.009,-0.016,0.025,0.03,0.025,0.03,0.025,0.03,0.025,0.03,0.025,0.03,0.025,0.03,0.025,0.03
0.0028,0.001,-0.025,-0.003,-0.009,-0.001,0.025,-0.001,0.025,-0.001,0.025,-0.001,0.025,-0.001,0.025,-0.001,0.025,-0.001,0.025
-9.00E-05,0.037,0.001,-0.004,-0.003,-0.037,-0.001,-0.037,-0.001,-0.037,-0.001,-0.037,-0.001,-0.037,-0.001,-0.037,-0.001,-0.037,-0.001
0.00234,-0.034,0.037,-0.011,-0.004,0.034,-0.037,0.034,-0.037,0.034,-0.037,0.034,-0.037,0.034,-0.037,0.034,-0.037,0.034,-0.037
0.00043,-0.005,-0.034,0.006,-0.011,0.005,0.034,0.005,0.034,0.005,0.034,0.005,0.034,0.005,0.034,0.005,0.034,0.005,0.034
0.00031,0.024,-0.005,-0.004,0.006,-0.024,0.005,-0.024,0.005,-0.024,0.005,-0.024,0.005,-0.024,0.005,-0.024,0.005,-0.024,0.005
0.00043,0.006,0.024,0.008,-0.004,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024
0.00062,0.024,0.006,0.008,0.008,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006,-0.024,-0.006
0.00068,-0.024,0.024,0.005,0.008,0.024,-0.024,0.024,-0.024,0.024,-0.024,0.024,-0.024,0.024,-0.024,0.024,-0.024,0.024,-0.024
-0.0002,-0.013,-0.024,-0.009,0.005,0.013,0.024,0.013,0.024,0.013,0.024,0.013,0.024,0.013,0.024,0.013,0.024,0.013,0.024
0.00026,0.037,-0.013,0.017,-0.009,-0.037,0.013,-0.037,0.013,-0.037,0.013,-0.037,0.013,-0.037,0.013,-0.037,0.013,-0.037,0.013
0.00089,0.014,0.037,-0.003,0.017,-0.014,-0.037,-0.014,-0.037,-0.014,-0.037,-0.014,-0.037,-0.014,-0.037,-0.014,-0.037,-0.014,-0.037
-0.00043,-0.01,0.014,0,-0.003,0.01,-0.014,0.01,-0.014,0.01,-0.014,0.01,-0.014,0.01,-0.014,0.01,-0.014,0.01,-0.014
-0.00013,-0.003,-0.01,0.003,0,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01
0.00073,-0.018,-0.003,-0.011,0.003,0.018,0.003,0.018,0.003,0.018,0.003,0.018,0.003,0.018,0.003,0.018,0.003,0.018,0.003
0.00065,-0.022,-0.018,-0.007,-0.011,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018
0.00017,-0.005,-0.022,-0.009,-0.007,0.005,0.022,0.005,0.022,0.005,0.022,0.005,0.022,0.005,0.022,0.005,0.022,0.005,0.022
0.0015,0.008,-0.005,0.007,-0.009,-0.008,0.005,-0.008,0.005,-0.008,0.005,-0.008,0.005,-0.008,0.005,-0.008,0.005,-0.008,0.005
-9.00E-05,0.024,0.008,-0.008,0.007,-0.024,-0.008,-0.024,-0.008,-0.024,-0.008,-0.024,-0.008,-0.024,-0.008,-0.024,-0.008,-0.024,-0.008
0.00052,0.021,0.024,0.02,-0.008,-0.021,-0.024,-0.021,-0.024,-0.021,-0.024,-0.021,-0.024,-0.021,-0.024,-0.021,-0.024,-0.021,-0.024
0.00028,0.001,0.021,0.002,0.02,-0.001,-0.021,-0.001,-0.021,-0.001,-0.021,-0.001,-0.021,-0.001,-0.021,-0.001,-0.021,-0.001,-0.021
0.00032,-0.015,0.001,0.001,0.002,0.015,-0.001,0.015,-0.001,0.015,-0.001,0.015,-0.001,0.015,-0.001,0.015,-0.001,0.015,-0.001
-0.00032,-0.011,-0.015,0.004,0.001,0.021,0.015,0.021,0.015,0.021,0.015,0.021,0.015,0.021,0.015,0.021,0.015,0.021,0.015
-0.00024,0.007,-0.011,0,0.004,-0.007,0.021,-0.007,0.021,-0.007,0.021,-0.007,0.021,-0.007,0.021,-0.007,0.021,-0.007,0.021
1.00E-05,0.012,0.007,0.001,0,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007
-0.00023,-0.004,0.012,0.001,0.001,0.004,-0.012,0.004,-0.012,0.004,-0.012,0.004,-0.012,0.004,-0.012,0.004,-0.012,0.004,-0.012
0.00016,-0.027,-0.004,0,0.001,0.027,0.004,0.027,0.004,0.027,0.004,0.027,0.004,0.027,0.004,0.027,0.004,0.027,0.004
-2.00E-05,-0.006,-0.027,-0.004,0,0.006,0.027,0.006,0.027,0.006,0.027,0.006,0.027,0.006,0.027,0.006,0.027,0.006,0.027
-0.00046,0.008,-0.006,0.01,-0.004,-0.008,0.006,-0.008,0.006,-0.008,0.006,-0.008,0.006,-0.008,0.006,-0.008,0.006,-0.008,0.006
0,-0.001,0.008,0.009,0.01,0.001,-0.008,0.001,-0.008,0.001,-0.008,0.001,-0.008,0.001,-0.008,0.001,-0.008,0.001,-0.008
0.00514,0.011,-0.001,0.004,0.009,-0.011,0.001,-0.011,0.001,-0.011,0.001,-0.011,0.001,-0.011,0.001,-0.011,0.001,-0.011,0.001
0.00021,0.005,0.011,0.001,0.004,-0.005,-0.011,-0.005,-0.011,-0.005,-0.011,-0.005,-0.011,-0.005,-0.011,-0.005,-0.011,-0.005,-0.011
-0.00016,-0.035,0.005,0.002,0.001,0.035,-0.005,0.035,-0.005,0.035,-0.005,0.035,-0.005,0.035,-0.005,0.035,-0.005,0.035,-0.005
0.00089,-0.033,-0.035,-0.007,0.002,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035
0.00014,0.021,-0.033,-0.002,-0.007,-0.021,0.033,-0.021,0.033,-0.021,0.033,-0.021,0.033,-0.021,0.033,-0.021,0.033,-0.021,0.033
1.00E-05,-0.012,0.021,0.007,-0.002,0.012,-0.021,0.012,-0.021,0.012,-0.021,0.012,-0.021,0.012,-0.021,0.012,-0.021,0.012,-0.021
-4.00E-05,-0.01,-0.012,-0.005,0.007,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012
-2.00E-05,0.005,-0.01,-0.003,-0.005,-0.005,0.01,-0.005,0.01,-0.005,0.01,-0.005,0.01,-0.005,0.01,-0.005,0.01,-0.005,0.01
0.00102,-0.011,0.005,0.002,-0.003,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005,0.011,-0.005
0.0008,0.009,-0.011,0.002,0.002,-0.009,0.011,-0.009,0.011,-0.009,0.011,-0.009,0.011,-0.009,0.011,-0.009,0.011,-0.009,0.011
1.00E-05,-0.032,0.009,-0.006,0.002,0.032,-0.009,0.032,-0.009,0.032,-0.009,0.032,-0.009,0.032,-0.009,0.032,-0.009,0.032,-0.009
1.00E-04,-0.025,-0.032,-0.005,-0.006,0.025,0.032,0.025,0.032,0.025,0.032,0.025,0.032,0.025,0.032,0.025,0.032,0.025,0.032
-0.0002,0.007,-0.025,-0.01,-0.005,-0.007,0.025,-0.007,0.025,-0.007,0.025,-0.007,0.025,-0.007,0.025,-0.007,0.025,-0.007,0.025
-0.00013,-0.019,0.007,-0.005,-0.01,0.019,-0.007,0.019,-0.007,0.019,-0.007,0.019,-0.007,0.019,-0.007,0.019,-0.007,0.019,-0.007
-1.00E-05,0.011,-0.019,0.007,-0.005,-0.011,0.019,-0.011,0.019,-0.011,0.019,-0.011,0.019,-0.011,0.019,-0.011,0.019,-0.011,0.019
-0.00032,0.018,0.011,0.001,0.007,-0.018,-0.011,-0.018,-0.011,-0.018,-0.011,-0.018,-0.011,-0.018,-0.011,-0.018,-0.011,-0.018,-0.011
-0.0002,-0.02,0.018,0.003,0.001,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018
0,-0.009,-0.02,-0.006,0.003,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02
0.0006,-0.001,-0.009,-0.001,-0.006,0.001,0.009,0.001,0.009,0.001,0.009,0.001,0.009,0.001,0.009,0.001,0.009,0.001,0.009
-0.00013,0.014,-0.001,0,-0.001,-0.014,0.001,-0.014,0.001,-0.014,0.001,-0.014,0.001,-0.014,0.001,-0.014,0.001,-0.014,0.001
0.00017,0.009,0.014,0.005,0,-0.009,-0.014,-0.009,-0.014,-0.009,-0.014,-0.009,-0.014,-0.009,-0.014,-0.009,-0.014,-0.009,-0.014
-0.00024,0.018,0.009,-0.004,0.005,-0.018,-0.009,-0.018,-0.009,-0.018,-0.009,-0.018,-0.009,-0.018,-0.009,-0.018,-0.009,-0.018,-0.009
3.00E-05,-0.001,0.018,0.015,-0.004,0.001,-0.018,0.001,-0.018,0.001,-0.018,0.001,-0.018,0.001,-0.018,0.001,-0.018,0.001,-0.018
-0.00039,0.005,-0.001,0.002,0.015,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001
0.00056,0.035,0.005,0.008,0.002,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005
0.00026,-0.008,0.035,-0.003,0.008,0.008,-0.035,0.008,-0.035,0.008,-0.035,0.008,-0.035,0.008,-0.035,0.008,-0.035,0.008,-0.035
0.00026,0.019,-0.008,0.008,-0.003,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008
-0.00021,-0.012,0.019,-0.002,0.008,0.012,-0.019,0.012,-0.019,0.012,-0.019,0.012,-0.019,0.012,-0.019,0.012,-0.019,0.012,-0.019
-8.00E-05,-0.033,-0.012,-0.013,-0.002,0.033,0.012,0.033,0.012,0.033,0.012,0.033,0.012,0.033,0.012,0.033,0.012,0.033,0.012
0.00026,0.015,-0.033,-0.006,-0.013,-0.025,0.033,-0.025,0.033,-0.025,0.033,-0.025,0.033,-0.025,0.033,-0.025,0.033,-0.025,0.033
-0.00245,0.021,0.015,0.007,-0.006,-0.031,-0.025,-0.031,-0.025,-0.031,-0.025,-0.031,-0.025,-0.031,-0.025,-0.031,-0.025,-0.031,-0.025
-0.00016,0.009,0.021,-0.002,0.007,-0.009,-0.031,-0.009,-0.031,-0.009,-0.031,-0.009,-0.031,-0.009,-0.031,-0.009,-0.031,-0.009,-0.031
-0.00032,0.034,0.009,0.017,-0.002,-0.034,-0.009,-0.034,-0.009,-0.034,-0.009,-0.034,-0.009,-0.034,-0.009,-0.034,-0.009,-0.034,-0.009
-0.00052,0.031,0.034,0.018,0.017,-0.031,-0.034,-0.031,-0.034,-0.031,-0.034,-0.031,-0.034,-0.031,-0.034,-0.031,-0.034,-0.031,-0.034
-8.00E-05,-0.002,0.031,0.002,0.018,0.002,-0.031,0.002,-0.031,0.002,-0.031,0.002,-0.031,0.002,-0.031,0.002,-0.031,0.002,-0.031
0.00032,-0.033,-0.002,0.002,0.002,0.033,0.002,0.033,0.002,0.033,0.002,0.033,0.002,0.033,0.002,0.033,0.002,0.033,0.002
2.00E-05,0.01,-0.033,-0.002,0.002,-0.01,0.033,-0.01,0.033,-0.01,0.033,-0.01,0.033,-0.01,0.033,-0.01,0.033,-0.01,0.033
0.00012,0.023,0.01,0.014,-0.002,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01
0,0.003,0.023,0,0.014,-0.003,-0.023,-0.003,-0.023,-0.003,-0.023,-0.003,-0.023,-0.003,-0.023,-0.003,-0.023,-0.003,-0.023
2.00E-05,-0.027,0.003,0,0,0.027,-0.003,0.027,-0.003,0.027,-0.003,0.027,-0.003,0.027,-0.003,0.027,-0.003,0.027,-0.003
0.00011,-0.023,-0.027,-0.025,0,0.023,0.027,0.023,0.027,0.023,0.027,0.023,0.027,0.023,0.027,0.023,0.027,0.023,0.027
3.00E-05,-0.031,-0.023,-0.011,-0.025,0.031,0.023,0.031,0.023,0.031,0.023,0.031,0.023,0.031,0.023,0.031,0.023,0.031,0.023
-0.00053,0.02,-0.031,-0.019,-0.011,-0.02,0.031,-0.02,0.031,-0.02,0.031,-0.02,0.031,-0.02,0.031,-0.02,0.031,-0.02,0.031
-9.00E-05,-0.016,0.02,0.001,-0.019,0.016,-0.02,0.016,-0.02,0.016,-0.02,0.016,-0.02,0.016,-0.02,0.016,-0.02,0.016,-0.02
0.00032,-0.044,-0.016,-0.016,0.001,0.044,0.016,0.044,0.016,0.044,0.016,0.044,0.016,0.044,0.016,0.044,0.016,0.044,0.016
0.00187,0.007,-0.044,-0.008,-0.016,-0.007,0.044,-0.007,0.044,-0.007,0.044,-0.007,0.044,-0.007,0.044,-0.007,0.044,-0.007,0.044
0.00012,0.01,0.007,0.004,-0.008,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007
0.00019,-0.019,0.01,-0.002,0.004,0.019,-0.01,0.019,-0.01,0.019,-0.01,0.019,-0.01,0.019,-0.01,0.019,-0.01,0.019,-0.01
-0.00051,0.003,-0.019,-0.012,-0.002,-0.003,0.019,-0.003,0.019,-0.003,0.019,-0.003,0.019,-0.003,0.019,-0.003,0.019,-0.003,0.019
2.00E-05,0.003,0.003,0.008,-0.012,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003
2.00E-05,-0.002,0.003,-0.002,0.008,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003
0.00029,0.02,-0.002,0.003,-0.002,-0.02,0.002,-0.02,0.002,-0.02,0.002,-0.02,0.002,-0.02,0.002,-0.02,0.002,-0.02,0.002
-0.00021,-0.012,0.02,0.005,0.003,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02
-0.00043,0.016,-0.012,-0.003,0.005,-0.016,0.012,-0.016,0.012,-0.016,0.012,-0.016,0.012,-0.016,0.012,-0.016,0.012,-0.016,0.012
0.00146,-0.028,0.016,-0.001,-0.003,0.028,-0.016,0.028,-0.016,0.028,-0.016,0.028,-0.016,0.028,-0.016,0.028,-0.016,0.028,-0.016
0.00019,0.034,-0.028,-0.004,-0.001,-0.034,0.028,-0.034,0.028,-0.034,0.028,-0.034,0.028,-0.034,0.028,-0.034,0.028,-0.034,0.028
0.00049,0,0.034,-0.006,-0.004,0,-0.034,0,-0.034,0,-0.034,0,-0.034,0,-0.034,0,-0.034,0,-0.034
0.00055,0.004,0,0.025,-0.006,-0.004,0,-0.004,0,-0.004,0,-0.004,0,-0.004,0,-0.004,0,-0.004,0
0.0003,-0.041,0.004,-0.004,0.025,0.041,-0.004,0.041,-0.004,0.041,-0.004,0.041,-0.004,0.041,-0.004,0.041,-0.004,0.041,-0.004
0.00026,-0.008,-0.041,-0.005,-0.004,0.008,0.041,0.008,0.041,0.008,0.041,0.008,0.041,0.008,0.041,0.008,0.041,0.008,0.041
0.00015,-0.014,-0.008,0,-0.005,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008
-2.00E-05,-0.001,-0.014,0.003,0,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014
-0.0001,-0.014,-0.001,0.001,0.003,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001,0.014,0.001
1.00E-05,-0.002,-0.014,-0.015,0.001,0.002,0.014,0.002,0.014,0.002,0.014,0.002,0.014,0.002,0.014,0.002,0.014,0.002,0.014
0.00062,-0.004,-0.002,0.004,-0.015,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002
-3.00E-05,0.005,-0.004,0.001,0.004,-0.005,0.004,-0.005,0.004,-0.005,0.004,-0.005,0.004,-0.005,0.004,-0.005,0.004,-0.005,0.004
0.00198,-0.026,0.005,0.003,0.001,0.026,-0.005,0.026,-0.005,0.026,-0.005,0.026,-0.005,0.026,-0.005,0.026,-0.005,0.026,-0.005
-1.00E-05,-0.007,-0.026,-0.009,0.003,0.007,0.026,0.007,0.026,0.007,0.026,0.007,0.026,0.007,0.026,0.007,0.026,0.007,0.026
-9.00E-05,0.007,-0.007,-0.001,-0.009,-0.007,0.007,-0.007,0.007,-0.007,0.007,-0.007,0.007,-0.007,0.007,-0.007,0.007,-0.007,0.007
-6.00E-05,0.001,0.007,0.01,-0.001,-0.001,-0.007,-0.001,-0.007,-0.001,-0.007,-0.001,-0.007,-0.001,-0.007,-0.001,-0.007,-0.001,-0.007
0.00011,0.015,0.001,-0.01,0.01,-0.015,-0.001,-0.015,-0.001,-0.015,-0.001,-0.015,-0.001,-0.015,-0.001,-0.015,-0.001,-0.015,-0.001
0.00016,-0.022,0.015,-0.002,-0.01,0.022,-0.015,0.022,-0.015,0.022,-0.015,0.022,-0.015,0.022,-0.015,0.022,-0.015,0.022,-0.015
2.00E-05,-0.023,-0.022,-0.015,-0.002,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.022
-7.00E-05,0.008,-0.023,-0.002,-0.015,-0.008,0.023,-0.008,0.023,-0.008,0.023,-0.008,0.023,-0.008,0.023,-0.008,0.023,-0.008,0.023
0,0.006,0.008,0.003,-0.002,-0.006,-0.008,-0.006,-0.008,-0.006,-0.008,-0.006,-0.008,-0.006,-0.008,-0.006,-0.008,-0.006,-0.008
0.00051,-0.012,0.006,-0.001,0.003,0.012,-0.006,0.012,-0.006,0.012,-0.006,0.012,-0.006,0.012,-0.006,0.012,-0.006,0.012,-0.006
2.00E-05,-0.041,-0.012,-0.015,-0.001,0.041,0.012,0.041,0.012,0.041,0.012,0.041,0.012,0.041,0.012,0.041,0.012,0.041,0.012
-6.00E-05,0.036,-0.041,0.012,-0.015,-0.036,0.041,-0.036,0.041,-0.036,0.041,-0.036,0.041,-0.036,0.041,-0.036,0.041,-0.036,0.041
1.00E-05,0.015,0.036,0.036,0.012,-0.015,-0.036,-0.015,-0.036,-0.015,-0.036,-0.015,-0.036,-0.015,-0.036,-0.015,-0.036,-0.015,-0.036
0,-0.017,0.015,0,0.036,0.017,-0.015,0.017,-0.015,0.017,-0.015,0.017,-0.015,0.017,-0.015,0.017,-0.015,0.017,-0.015
-6.00E-05,0.006,-0.017,-0.01,0,-0.006,0.017,-0.006,0.017,-0.006,0.017,-0.006,0.017,-0.006,0.017,-0.006,0.017,-0.006,0.017
0.00017,-0.007,0.006,-0.007,-0.01,0.007,-0.006,0.007,-0.006,0.007,-0.006,0.007,-0.006,0.007,-0.006,0.007,-0.006,0.007,-0.006
4.00E-05,0.002,-0.007,-0.002,-0.007,-0.002,0.007,-0.002,0.007,-0.002,0.007,-0.002,0.007,-0.002,0.007,-0.002,0.007,-0.002,0.007
-1.00E-04,-0.012,0.002,-0.005,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002
0.0002,0,-0.012,-0.001,-0.005,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012
-1.00E-05,0.015,0,0.003,-0.001,-0.015,0,-0.015,0,-0.015,0,-0.015,0,-0.015,0,-0.015,0,-0.015,0
-0.00154,-0.013,0.015,0.003,0.003,0.013,-0.015,0.013,-0.015,0.013,-0.015,0.013,-0.015,0.013,-0.015,0.013,-0.015,0.013,-0.015
-1.00E-05,-0.008,-0.013,0.001,0.003,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013
-0.00018,0.041,-0.008,-0.007,0.001,-0.041,0.008,-0.041,0.008,-0.041,0.008,-0.041,0.008,-0.041,0.008,-0.041,0.008,-0.041,0.008
0.00113,0.016,0.041,0.045,-0.007,-0.016,-0.041,-0.016,-0.041,-0.016,-0.041,-0.016,-0.041,-0.016,-0.041,-0.016,-0.041,-0.016,-0.041
-0.00091,-0.005,0.016,0.011,0.045,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016
-6.00E-05,0.001,-0.005,-0.01,0.011,-0.001,0.005,-0.001,0.005,-0.001,0.005,-0.001,0.005,-0.001,0.005,-0.001,0.005,-0.001,0.005
0.00017,-0.011,0.001,-0.002,-0.01,0.011,-0.001,0.011,-0.001,0.011,-0.001,0.011,-0.001,0.011,-0.001,0.011,-0.001,0.011,-0.001
-1.00E-05,-0.005,-0.011,-0.001,-0.002,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011
-0.00059,-0.011,-0.005,-0.003,-0.001,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005,0.011,0.005
0.00057,-0.015,-0.011,-0.014,-0.003,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011
-0.00068,-0.012,-0.015,-0.001,-0.014,0.012,0.015,0.012,0.015,0.012,0.015,0.012,0.015,0.012,0.015,0.012,0.015,0.012,0.015
-0.00014,-0.02,-0.012,-0.01,-0.001,0.02,0.012,0.02,0.012,0.02,0.012,0.02,0.012,0.02,0.012,0.02,0.012,0.02,0.012
0.00014,-0.01,-0.02,0,-0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02
-0.00015,0.011,-0.01,0,0,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01
-1.00E-05,0.012,0.011,0.005,0,-0.012,-0.011,-0.012,-0.011,-0.012,-0.011,-0.012,-0.011,-0.012,-0.011,-0.012,-0.011,-0.012,-0.011
0.00054,-0.013,0.012,0.006,0.005,0.013,-0.012,0.013,-0.012,0.013,-0.012,0.013,-0.012,0.013,-0.012,0.013,-0.012,0.013,-0.012
-1.00E-05,-0.053,-0.013,-0.011,0.006,0.053,0.013,0.053,0.013,0.053,0.013,0.053,0.013,0.053,0.013,0.053,0.013,0.053,0.013
8.00E-05,-0.012,-0.053,-0.013,-0.011,0.012,0.053,0.012,0.053,0.012,0.053,0.012,0.053,0.012,0.053,0.012,0.053,0.012,0.053
3.00E-05,-0.066,-0.012,-0.013,-0.013,0.066,0.012,0.066,0.012,0.066,0.012,0.066,0.012,0.066,0.012,0.066,0.012,0.066,0.012
7.00E-05,0.043,-0.066,-0.034,-0.013,-0.043,0.066,-0.043,0.066,-0.043,0.066,-0.043,0.066,-0.043,0.066,-0.043,0.066,-0.043,0.066
